gender,category,grade_10,grade_12,graduation_score,graduation_type,admission_test_score,work_exp_months,IIM_A,IIM_B,IIM_C,IIM_I,IIM_K,IIM_L
Female,General,76,94.6,68.2,Non-Engineer,85.13,12,0,0,0,0,0,0
Female,General,68.4,90.4,73.2,Non-Engineer,91.94,47,0,0,0,0,0,1
Male,General,90.3,91.8,78.6,Engineer,99.68,0,0,0,1,0,0,1
Male,General,95,96.2,70.1,Non-Engineer,93.04,28,0,0,0,0,0,0
Female,General,88.2,87.4,71,Non-Engineer,93.83,0,0,0,0,0,0,0
Female,General,87.4,90.4,79.3,Non-Engineer,96.07,0,0,0,0,0,0,1
Male,General,94.5,92.8,94.3,Engineer,99.24,0,0,0,0,0,0,0
Male,NC_OBC,95,93,76.6,Engineer,94.84,12,0,1,1,1,1,1
Female,General,95,78.6,75.1,Non-Engineer,97.29,13,0,0,0,0,0,0
Female,NC_OBC,95.6,91.4,72.3,Non-Engineer,90.74,0,0,0,0,0,0,0
Male,General,95,95,91,Engineer,99.4,18,0,1,0,0,0,1
Female,General,90.3,92.2,74,Non-Engineer,78.29,24,0,0,0,0,0,0
Male,EWS,97.1,89.8,76.5,Engineer,87.62,25,0,0,0,0,0,1
Male,General,93.1,97,92.4,Engineer,95.33,24,0,0,0,0,0,0
Male,General,84.5,73.4,76.5,Engineer,95.74,0,0,0,0,0,0,0
Male,General,90,86,73,Engineer,91.92,2,0,0,0,0,0,0
Male,General,95,96,81.6,Engineer,98.41,14,0,0,0,1,0,0
Male,General,89.5,85.2,88.4,Engineer,95.17,13,0,0,0,0,0,0
Male,General,95,97,72.4,Engineer,99.52,21,0,0,0,1,0,1
Female,NC_OBC,84.8,85.2,72.7,Engineer,90.88,26,0,0,0,0,0,0
Male,General,93.3,71.7,75.5,Non-Engineer,99.6,0,0,0,0,0,1,0
Male,General,97.3,94.8,78,Non-Engineer,99.58,0,0,0,0,0,0,1
Male,General,95.8,92.3,84.3,Engineer,99.96,0,1,1,1,1,1,0
Male,NC_OBC,100,99.6,68.6,Engineer,90.77,24,0,0,0,1,1,1
Female,General,90,97.4,92,Non-Engineer,94.88,24,0,1,0,0,1,0
Male,General,88.3,92,80.7,Non-Engineer,99.89,0,0,0,0,1,1,0
Male,General,91.2,88.8,82.5,Engineer,99.48,13,0,0,0,0,0,0
Male,SC,81,74.5,67.8,Engineer,88.86,48,0,0,0,0,0,1
Male,General,89.3,85.6,77.8,Engineer,88.61,10,0,0,0,0,0,0
Female,General,94.3,91.5,91.5,Non-Engineer,98.89,0,0,1,1,1,1,1
Male,General,100,88,70.2,Engineer,94.93,25,0,0,0,0,0,0
Female,General,91.2,82.7,88.6,Engineer,96.07,0,0,0,0,0,0,0
Male,General,95,93,80,Engineer,99.71,0,0,0,1,1,0,1
Male,General,94.3,90.3,86.7,Engineer,98.41,0,0,0,0,1,0,0
Male,General,89.3,92.6,78.5,Engineer,92.99,0,0,0,0,0,0,0
Male,General,89,90.2,76.1,Non-Engineer,99.43,21,1,0,0,0,0,0
Male,EWS,93.1,92.2,65.7,Engineer,99.98,0,1,1,1,1,1,1
Male,General,95,94.2,90.2,Engineer,96.49,7,0,0,0,0,0,0
Male,General,96.2,81.4,88.1,Engineer,98.58,0,0,1,0,1,0,1
Male,General,78.8,68.6,61,Engineer,77.31,48,0,0,0,0,0,0
Female,General,88.6,90.2,73,Engineer,95.18,13,0,0,0,0,1,0
Male,General,95,94.6,93.3,Engineer,97.09,1,0,0,0,1,0,0
Female,General,91.2,78.2,68.9,Engineer,88.85,24,0,0,0,0,0,0
Male,General,91.2,89.7,85.1,Engineer,93.59,0,0,0,0,0,0,0
Male,General,95,96,79.4,Engineer,97.27,25,0,0,0,1,1,1
Male,General,95,93,86,Engineer,99.95,27,1,1,1,1,1,1
Female,General,93.9,92.4,76,Engineer,98.06,21,0,0,0,0,1,0
Male,General,93.1,90.4,66.2,Engineer,84.83,0,0,0,0,0,0,0
Female,General,94.3,91.4,89.5,Engineer,99.2,0,0,0,1,1,0,0
Male,EWS,94.6,92.8,69.1,Engineer,96.3,24,0,1,0,0,1,1
Male,NC_OBC,85.7,82.2,74,Engineer,93.32,19,0,0,0,0,0,0
Female,General,91.2,93.6,74.2,Engineer,98.99,13,0,0,0,0,0,0
Male,General,93.1,94.5,81.5,Non-Engineer,97.96,3,0,0,0,1,1,0
Male,General,80,87.2,55.2,Non-Engineer,92.01,0,0,0,0,0,0,0
Male,General,83.6,91,58.3,Non-Engineer,83.32,0,0,0,0,0,0,0
Female,SC,89.1,93.2,63.7,Non-Engineer,86.16,0,0,0,0,1,1,1
Male,General,95,89.8,66.6,Non-Engineer,74.14,0,0,0,0,0,0,0
Male,General,90.3,90.8,75.4,Engineer,100,0,1,1,1,1,1,1
Female,General,95,90.2,74.5,Engineer,95.33,13,0,0,0,1,0,0
Male,General,93,92,71.4,Engineer,90.67,13,0,0,0,0,0,0
Female,NC_OBC,93.9,91.7,74.6,Engineer,80.6,13,0,0,0,0,0,0
Male,SC,89.3,87,58.1,Engineer,89.94,15,0,0,0,1,0,1
Female,General,91.2,89,60.8,Engineer,93.78,0,0,0,0,0,0,0
Female,General,89.2,93.6,80.5,Non-Engineer,92,0,0,0,0,0,0,0
Female,NC_OBC,91.7,94,80.4,Engineer,74.19,25,0,0,0,0,0,0
Male,General,97,96.3,83,Engineer,99.77,0,0,0,1,1,0,0
Male,General,95,90.4,77.2,Engineer,99.85,0,1,0,0,0,0,0
Male,NC_OBC,95,95.2,70,Engineer,85.7,0,0,1,0,1,0,1
Male,General,93.1,95.4,83.1,Engineer,94.78,12,0,0,0,0,0,0
Female,General,95,96,83.2,Engineer,93.03,13,0,0,0,0,1,0
Male,General,96.3,98.9,74.6,Engineer,82.82,0,0,0,0,0,0,0
Male,General,95,83.6,71,Engineer,98.81,23,0,0,0,0,0,0
Male,General,70.8,62.6,69.5,Engineer,98.33,37,0,0,0,0,0,1
Male,General,91.4,89.8,79.9,Engineer,75.47,25,0,0,0,0,0,0
Female,General,100,91.8,81.3,Non-Engineer,96.92,0,0,0,0,0,0,0
Male,General,95,93,70.1,Engineer,95.75,0,1,0,0,0,0,0
Male,General,95,87.8,82.8,Engineer,99.69,0,0,0,1,0,0,0
Male,SC,95,79,84.7,Engineer,87.94,15,0,1,0,1,1,1
Male,General,98,87.2,87.2,Engineer,97.53,25,0,0,0,0,0,0
Male,General,91.2,94,76,Engineer,95.01,0,0,0,0,0,0,0
Male,NC_OBC,96.4,93.9,83.1,Engineer,91.69,25,0,1,0,1,0,0
Female,SC,90.3,79.4,88.8,Non-Engineer,75.89,0,1,1,0,1,1,1
Male,NC_OBC,79.8,77.3,71.3,Engineer,77.13,0,0,0,0,0,0,0
Female,General,95.5,96.3,82.9,Non-Engineer,95.04,25,0,1,0,0,1,0
Male,General,95,95.4,95.1,Engineer,99.44,0,0,1,0,1,0,1
Female,General,90.3,81.6,74.3,Non-Engineer,97.18,19,0,0,0,0,1,0
Male,General,95,94.2,71.8,Non-Engineer,96.76,0,0,0,0,1,1,0
Male,General,93.1,86.2,87.5,Engineer,94.25,26,0,0,0,0,0,0
Male,NC_OBC,89.8,94.4,75.8,Engineer,96.55,17,0,1,0,1,1,0
Male,General,87.4,88.8,75.3,Non-Engineer,98.66,0,1,0,0,0,0,0
Male,EWS,95,94,91.5,Engineer,96.76,13,0,1,0,1,1,1
Male,General,95,93.4,83.4,Engineer,99.7,16,0,1,1,1,0,0
Male,General,93.3,95.1,74.8,Engineer,99.49,12,0,0,0,0,0,0
Male,General,95,94.8,66.3,Non-Engineer,93.11,17,0,0,0,0,1,0
Female,General,97.6,89,78.6,Engineer,98.15,37,0,1,0,1,1,1
Male,General,93.1,85.6,67.3,Engineer,85.86,0,0,0,0,0,0,0
Male,General,86.7,89.6,70.1,Engineer,99.75,0,0,0,1,0,0,0
Male,General,93.1,88.4,76.5,Engineer,99.94,13,1,0,0,0,0,0
Male,General,95,80.2,74.3,Engineer,97.63,0,0,0,0,0,0,0
Female,General,90.3,90.5,85.7,Engineer,97.53,25,0,0,0,0,1,1
Male,General,90.7,87.8,85.1,Engineer,98.53,0,0,0,0,0,0,0
Male,NC_OBC,95,95,67,Non-Engineer,97.04,0,0,0,0,0,0,1
Male,General,94.5,94.7,92,Engineer,98.43,6,0,0,0,1,0,0
Male,General,100,92.3,66.5,Non-Engineer,97.69,0,0,0,0,0,0,0
Male,NC_OBC,91.2,88.2,73.5,Engineer,96.22,26,0,0,0,1,1,1
Female,General,95,98.2,93.6,Non-Engineer,99.67,0,1,1,1,1,1,1
Male,General,93.4,95.2,79.2,Non-Engineer,92.24,0,0,0,0,0,0,0
Female,General,87.5,88.2,86.7,Non-Engineer,81.22,20,0,0,0,0,0,0
Male,General,76,80.8,63.5,Non-Engineer,41.46,19,0,0,0,0,0,0
Female,General,93.2,89,81.4,Engineer,81.47,0,0,0,0,0,0,0
Female,General,93.1,90.8,90.6,Engineer,98.47,0,0,0,0,0,0,0
Male,NC_OBC,80.5,85.6,87.6,Engineer,97.19,34,1,1,1,1,0,1
Male,SC,89,87,80,Non-Engineer,85.8,0,0,0,0,0,0,0
Male,General,96.4,88.9,74.2,Engineer,99.09,15,0,0,0,0,0,0
Female,General,95,91.8,75.6,Non-Engineer,59.14,40,0,0,0,0,0,0
Male,General,93,92.3,75,Engineer,99.86,0,0,0,0,1,0,1
Female,General,100,94.8,81.9,Engineer,87.76,25,0,0,0,0,0,0
Female,General,95,93.2,76.3,Engineer,96.49,0,0,0,0,1,0,0
Male,General,95,82.5,68.2,Engineer,97.05,0,0,0,0,0,0,0
Male,General,85.5,94.2,62.3,Engineer,99.79,0,0,0,1,0,0,0
Male,General,95,95.4,91.6,Engineer,98.62,11,0,0,0,1,0,0
Male,General,97.3,88.8,77.8,Engineer,96.17,25,0,0,0,1,0,0
Male,General,95,78.3,83,Engineer,99.64,25,0,1,0,0,0,1
Male,SC,87.7,79.8,68.2,Engineer,97.64,28,1,1,1,1,1,1
Male,General,96.2,96.6,81,Non-Engineer,96.93,12,1,1,0,1,1,0
Male,General,95,95.8,93.2,Engineer,98.91,0,0,0,0,0,0,0
Male,General,73.5,83.6,60.4,Engineer,98.37,0,0,0,0,0,0,0
Male,General,95,95.8,88.2,Engineer,94.96,13,0,0,0,1,0,0
Male,NC_OBC,91.7,96.4,55.6,Engineer,94.41,29,0,0,0,0,0,0
Male,General,95,85.2,66.9,Engineer,98.03,0,1,0,0,0,0,0
Male,General,89.3,91.8,85,Non-Engineer,78.36,0,0,0,0,0,0,0
Male,NC_OBC,93.1,94.4,71.6,Engineer,94.01,13,0,0,0,0,0,1
Male,NC_OBC,90.8,86.3,78.8,Engineer,94.06,0,0,0,0,1,0,1
Male,General,84.6,82.2,71.9,Non-Engineer,90.85,24,0,0,0,0,0,0
Male,NC_OBC,89.3,86.4,66.7,Non-Engineer,99.06,0,0,0,0,1,0,1
Female,General,95,85.9,75,Engineer,97.96,25,0,0,0,1,1,1
Male,General,83.7,72.2,68.2,Engineer,93.24,0,0,0,0,0,0,0
Male,SC,76,80.8,58.8,Engineer,87.28,0,0,0,0,0,0,0
Male,General,95,93,62.7,Non-Engineer,95.87,13,0,0,0,0,1,0
Male,General,95.4,86.8,67.8,Engineer,98.64,0,0,0,0,0,0,0
Male,General,95,92.6,84.3,Engineer,97.79,25,0,0,0,0,0,0
Male,NC_OBC,92.7,86.8,80.1,Engineer,99.39,0,1,1,1,1,1,1
Male,General,93.5,89.7,86.5,Engineer,88.73,25,0,0,0,0,0,0
Male,SC,87.7,83.7,73.8,Engineer,92.38,47,1,1,0,0,0,0
Male,SC,81.7,87.2,67.6,Engineer,88.43,0,0,0,1,0,1,0
Male,EWS,87.7,94.4,74.4,Engineer,99.6,12,0,1,0,0,1,1
Male,NC_OBC,93.3,94.6,81.8,Engineer,86.55,26,0,0,0,0,0,0
Male,NC_OBC,95,91.8,79.4,Engineer,94.53,26,0,1,0,1,1,0
Male,General,75.8,75.5,68.3,Non-Engineer,92.72,1,0,0,0,0,0,0
Male,General,90.7,87,72.4,Engineer,95.45,24,0,0,0,0,0,0
Male,General,95,94.2,89.5,Non-Engineer,98.79,27,1,1,0,0,1,0
Female,General,93.1,90.5,56.4,Non-Engineer,74.58,0,0,0,0,0,0,0
Male,NC_OBC,90.9,82.5,72.5,Engineer,94.63,23,0,0,0,1,0,0
Female,NC_OBC,87.4,80.8,70.9,Engineer,85.43,0,1,0,0,0,1,0
Male,General,72.2,80.2,88.3,Non-Engineer,78.75,0,0,0,0,0,0,0
Male,General,93.1,87,79.8,Engineer,99.94,0,1,0,1,0,0,1
Male,General,92,91,79,Engineer,99.7,6,0,0,0,0,0,0
Male,General,95,83.8,77.6,Engineer,98.62,0,0,1,0,0,1,0
Male,General,91.8,95.2,68.5,Non-Engineer,99.88,3,0,0,1,0,0,0
Male,General,89.2,84.6,86.8,Engineer,98.69,23,0,0,0,0,0,0
Female,General,85.5,87.8,82.8,Engineer,94.55,20,0,0,0,0,0,0
Male,General,95,95.2,95,Engineer,99.79,0,1,1,0,0,0,0
Male,General,87,93,77,Non-Engineer,98.54,0,0,0,0,0,1,0
Male,General,91.2,84.6,75.4,Engineer,96.56,5,0,1,0,0,0,0
Male,NC_OBC,79.7,84.3,64.3,Non-Engineer,87.62,13,0,0,0,0,1,0
Female,General,94.2,82.2,81,Non-Engineer,94.6,15,1,1,0,0,0,0
Male,General,79.8,90.2,83.3,Engineer,96.46,0,0,0,0,0,0,0
Male,NC_OBC,93.2,96.7,82.4,Engineer,88.81,39,0,0,0,0,0,0
Male,NC_OBC,100,96.3,73.3,Engineer,99.06,0,1,1,1,1,1,1
Male,General,93.8,88.5,90.2,Engineer,96.09,19,0,0,0,0,0,0
Female,General,94.3,94.6,69.3,Engineer,97.73,12,0,0,0,1,0,1
Male,General,100,96.4,76,Engineer,100,0,1,1,1,1,1,1
Male,General,95,87.6,76.5,Engineer,91.08,12,0,0,0,0,0,0
Female,General,95,90.6,73.7,Engineer,97.79,26,0,0,0,1,1,1
Male,SC,95,95.4,74,Engineer,96.14,0,1,1,1,1,0,1
Female,General,95,93.4,92.8,Engineer,94.19,25,0,1,0,0,1,0
Male,General,95,96.3,90,Engineer,98.77,25,0,0,0,0,0,1
Male,General,95,95.8,76.9,Engineer,98.41,13,0,0,0,1,0,0
Female,EWS,88.3,84.8,55,Non-Engineer,81.72,0,0,0,0,0,0,0
Male,General,90.9,88.6,95.6,Engineer,99.94,13,1,1,1,0,1,1
Male,General,89.3,73.2,82.9,Non-Engineer,94.62,0,0,0,0,0,0,0
Female,General,94.3,93.9,70,Engineer,96.41,13,1,1,0,0,0,0
Male,General,94.3,87.2,73.9,Engineer,99.8,6,0,0,1,1,0,1
Female,General,93.8,96.8,80,Non-Engineer,99.23,31,1,1,1,0,1,0
Female,NC_OBC,92.9,82.2,76.5,Engineer,88.73,32,0,1,0,0,0,0
Male,General,100,93,70,Engineer,99.54,0,0,0,0,0,0,0
Male,General,92.2,89.2,81.5,Engineer,97.01,12,0,0,0,0,0,0
Male,SC,72.2,68.8,66,Engineer,63.1,0,0,0,0,0,0,0
Male,General,95,96.4,84.7,Non-Engineer,98.29,28,1,1,0,1,1,1
Male,General,87.5,81.8,52.6,Non-Engineer,95.67,0,0,0,0,0,0,0
Male,General,87.7,77.4,71.9,Engineer,95.92,58,0,0,0,0,0,1
Male,General,95,94.2,79.6,Non-Engineer,96.67,0,0,0,0,0,0,0
Female,General,93.1,92.8,80.4,Engineer,92.59,0,1,0,0,0,0,0
Male,General,98,83.6,59,Engineer,95.21,36,0,0,0,0,0,0
Female,General,98,98.4,67.3,Engineer,98.58,12,0,0,0,0,1,0
Male,General,95.6,95.6,86.8,Engineer,98.64,37,0,1,0,1,0,1
Female,General,95,91.6,78,Engineer,83.45,12,0,0,0,0,0,0
Male,General,94.9,92.5,84.5,Engineer,99.9,23,1,1,1,1,1,1
Male,General,96.5,96.6,78.6,Engineer,99,13,0,0,0,0,0,0
Female,General,94,84,69,Non-Engineer,92.49,24,0,0,0,0,1,0
Male,General,95,92,73.3,Engineer,98.82,13,0,0,0,0,0,0
Male,General,95,92.4,86,Engineer,97.49,30,0,1,0,0,0,1
Male,General,87.5,87.2,86.7,Engineer,97.46,0,0,0,0,0,0,0
Female,General,88.3,92.7,68.3,Engineer,91.44,22,0,0,0,0,0,0
Female,General,81.4,87.7,77.6,Non-Engineer,87.38,50,1,0,0,0,0,0
Male,NC_OBC,85.6,84,60,Non-Engineer,95.42,0,0,0,0,0,0,0
Male,General,95,86.6,82,Engineer,96.62,26,0,0,0,0,0,0
Male,NC_OBC,95,95.2,70.2,Engineer,91.58,13,0,0,0,1,0,1
Male,General,95.6,92.6,83,Engineer,98.26,14,0,0,0,0,0,0
Female,NC_OBC,77.6,67.3,71.6,Engineer,95.34,46,0,0,0,0,1,1
Male,General,91.5,82.9,100,Engineer,98.61,11,0,0,0,0,0,0
Female,General,95,91,81,Non-Engineer,94.11,0,0,0,0,0,0,0
Male,EWS,87.3,82.5,66,Non-Engineer,91.52,9,0,0,0,0,0,0
Female,General,95,94,93,Non-Engineer,97.71,0,0,0,0,0,1,1
Female,General,95,94.4,69,Non-Engineer,96.84,0,0,0,0,0,1,0
Female,General,92.8,94.6,88.6,Engineer,94.27,0,0,0,0,1,0,0
Male,General,95,95,75.2,Non-Engineer,97.02,0,0,0,0,0,0,0
Male,General,95,87.8,69.9,Engineer,88.93,25,0,0,0,0,0,0
Female,General,76,69.6,84.5,Engineer,97.53,47,0,0,0,0,0,0
Male,General,96.7,79.5,73.3,Engineer,98.18,6,0,1,0,0,0,0
Male,General,83.6,87.4,66.2,Non-Engineer,87.79,0,0,0,0,0,0,0
Male,General,92,96.7,71.9,Engineer,99.92,12,1,1,1,1,1,1
Male,General,91.2,87.2,67.6,Engineer,90.21,26,0,0,0,0,0,0
Male,General,93,82.2,70,Engineer,94.5,37,0,0,0,0,0,0
Male,General,88,79.6,83,Engineer,82.44,0,0,0,0,0,0,0
Male,General,73,71.8,73.7,Engineer,74.38,26,0,0,0,0,0,0
Male,General,95,96.4,82.5,Engineer,98.89,25,0,0,0,0,0,0
Male,General,95,80,77,Engineer,99.49,0,0,0,0,0,0,0
Male,General,95,95.4,79.7,Engineer,99.91,25,1,1,1,0,0,0
Male,General,83.6,83.4,55.1,Non-Engineer,91.31,6,0,0,0,0,0,0
Male,General,93.4,95,83.5,Engineer,97.99,10,0,0,0,0,0,0
Female,General,89.9,87,81.4,Engineer,98.58,24,0,1,0,1,1,1
Female,SC,85,79.4,69.7,Engineer,94.62,7,0,1,0,1,0,1
Male,General,88,93.8,69,Non-Engineer,97.86,17,0,0,0,0,1,0
Female,General,93.1,94,75,Non-Engineer,90,24,0,0,0,0,1,0
Male,General,95,94.2,85.1,Engineer,99.99,0,1,0,0,1,0,0
Female,General,79.8,81.5,74.3,Non-Engineer,94.88,0,0,0,0,0,0,0
Male,General,95,94.4,75.6,Engineer,95.14,13,0,0,0,0,0,0
Male,General,75.3,76.6,89.4,Engineer,88.56,0,0,0,0,0,0,0
Male,General,85.5,84.6,88.7,Engineer,97.11,0,0,0,0,0,0,0
Male,General,93,84.4,60.8,Non-Engineer,96.82,0,0,0,0,0,0,0
Male,General,100,95.2,96.4,Engineer,99.99,2,1,0,0,0,0,0
Male,General,89.8,87.2,81.2,Engineer,93.56,13,0,0,0,0,0,0
Male,General,91.6,83.4,66.5,Engineer,99.67,0,0,1,1,0,0,0
Female,General,95,96,69,Engineer,98.83,0,0,0,1,1,0,0
Female,General,83.6,88.8,75.1,Engineer,88.64,0,0,0,0,0,0,0
Female,General,97,98.1,80.4,Engineer,97.67,0,0,0,0,0,1,1
Male,General,95,92,73.4,Engineer,99.34,0,0,0,0,0,0,0
Male,General,88.7,73,76.3,Engineer,98.08,26,0,0,0,0,0,0
Female,General,95,94.5,78.9,Non-Engineer,95.33,0,0,0,0,0,0,0
Male,General,95,78.4,88.6,Engineer,98.58,12,0,0,0,0,0,0
Male,General,95,90.2,87.8,Engineer,99.12,0,0,0,0,0,1,0
Male,NC_OBC,93.4,94.2,68.4,Engineer,96.97,0,0,0,0,1,1,1
Male,General,95,92.2,87.6,Engineer,96.35,8,0,0,0,0,0,0
Female,General,93,95.6,81.7,Non-Engineer,96.39,0,0,0,0,1,1,0
Male,General,95,96.4,77.4,Engineer,99.01,26,0,0,0,1,0,0
Male,General,91.2,68.4,86.6,Non-Engineer,93.47,0,0,0,0,0,0,0
Male,General,95,95.4,75.2,Engineer,99.04,7,1,1,0,0,0,1
Male,General,89.3,78.8,74.2,Engineer,94.86,25,0,0,0,0,0,0
Female,General,98,88.8,68.7,Engineer,91.96,6,0,0,0,0,0,0
Male,General,91.2,76.6,90.2,Engineer,96.99,23,0,0,0,0,0,0
Female,General,94.4,86.9,88.1,Engineer,93.69,12,0,0,0,1,1,0
Male,General,95,88,77.9,Engineer,98.17,0,0,1,0,0,0,0
Male,General,83.6,86.6,89.8,Engineer,95.5,23,0,0,0,0,0,0
Male,General,85.5,92.3,72,Non-Engineer,97.02,26,0,0,0,0,0,0
Male,General,92,95.8,87.4,Engineer,99.53,13,0,1,0,1,0,1
Female,General,97,92.8,79.4,Engineer,96.22,26,0,0,0,0,1,0
Male,General,91.2,83.4,79.6,Engineer,85.46,0,0,0,0,0,0,0
Male,General,81.7,88.4,56.2,Non-Engineer,88.08,25,0,0,0,0,0,0
Female,General,95,67.4,79.2,Engineer,86.62,0,0,0,0,0,0,0
Male,General,89.3,83.2,88.5,Engineer,99.81,20,1,0,0,0,0,0
Male,NC_OBC,95,91,64,Engineer,99.65,6,0,0,0,0,1,0
Male,SC,75.3,88.4,84.4,Engineer,92.08,61,1,1,1,0,0,0
Male,General,95,91,87.9,Engineer,99.64,13,1,0,0,0,0,1
Male,General,90.3,94.6,72.8,Non-Engineer,98.26,0,0,0,0,1,1,0
Female,General,95,85,87.4,Engineer,91.42,9,1,0,0,0,0,0
Male,NC_OBC,97,97.7,69.6,Engineer,95.65,13,0,0,0,1,1,1
Male,General,83.6,76,80.8,Engineer,94.78,3,0,0,0,0,0,0
Male,General,95,92.5,72,Engineer,99.54,14,0,0,0,0,0,0
Male,SC,81.5,90.2,75.8,Engineer,83.74,38,1,1,0,1,0,1
Male,General,82.3,82.8,73.8,Engineer,98.44,24,0,1,0,1,1,1
Male,General,95,96.4,87.9,Engineer,98.57,26,0,1,0,1,0,1
Male,SC,84,70,50,Engineer,76.85,0,0,0,0,0,0,0
Female,General,94.2,89.5,92.7,Engineer,98.39,12,0,1,0,1,0,0
Male,SC,77.1,60.2,81.9,Engineer,91.54,11,0,0,0,0,0,1
Female,General,87.2,76.2,79.7,Non-Engineer,88.57,13,1,0,0,0,0,0
Male,SC,82,67.4,50.2,Engineer,79.19,0,0,0,0,0,0,0
Male,General,98,96.3,84.2,Engineer,99.37,28,0,1,0,0,1,0
Male,General,82.8,78.6,73.9,Engineer,56.9,30,0,0,0,0,0,0
Male,General,95,94.8,88.3,Engineer,99.32,24,1,1,0,1,0,1
Male,EWS,95.3,93.9,78,Engineer,96.7,0,0,1,0,1,0,1
Female,NC_OBC,72,82.4,76.1,Non-Engineer,81.26,0,0,0,0,0,1,0
Male,General,91.2,92.2,72.7,Engineer,97.08,25,0,0,0,0,0,0
Female,General,95,90.8,94.1,Non-Engineer,93.28,0,0,1,0,0,0,0
Female,General,100,93.6,95.8,Non-Engineer,94.51,0,0,1,0,1,1,0
Male,SC,74,55.2,56.9,Non-Engineer,57.38,50,0,0,0,0,0,0
Male,General,95,97.9,92.5,Engineer,99.72,18,1,1,1,1,1,1
Male,ST,86,66.6,60.5,Engineer,74.8,11,0,1,0,1,1,1
Female,NC_OBC,93,90.6,86.6,Engineer,89.84,25,0,1,0,1,1,0
Female,General,95,90.2,83.9,Engineer,96.77,0,0,0,0,0,1,0
Male,NC_OBC,100,96.8,82.4,Engineer,98.72,0,1,1,0,1,1,1
Female,General,88.2,91.2,73.3,Non-Engineer,95.09,0,0,0,0,0,0,0
Female,General,87.8,88.8,85.5,Engineer,95.96,24,0,0,0,0,1,1
Female,General,79.8,81,72,Non-Engineer,93.68,0,0,0,0,0,0,0
Male,EWS,92,86.9,74.6,Engineer,97.04,25,0,1,0,0,1,0
Female,General,95,92.4,69.7,Engineer,94.43,31,0,0,0,0,1,0
Male,General,94.8,95.2,83.4,Engineer,96.49,8,0,0,0,1,0,0
Female,NC_OBC,87.4,84.4,93.1,Engineer,64.69,10,0,0,0,0,0,0
Female,General,86.8,84.2,71.4,Engineer,86.59,13,0,0,0,0,0,0
Female,General,91.2,78.8,74.5,Engineer,94.59,12,0,1,0,0,0,0
Male,General,77.4,52.7,66,Non-Engineer,82.4,55,0,0,0,0,0,0
Male,General,89.3,87.6,87.7,Non-Engineer,97.76,14,0,1,0,0,1,1
Female,General,93.4,95.9,82.8,Engineer,95.39,0,0,0,0,0,1,0
Female,SC,95,91,78.7,Engineer,90.9,25,1,1,0,0,0,0
Female,SC,93.6,89.6,71.2,Engineer,72.09,6,0,0,0,1,1,1
Male,NC_OBC,96,95,56.3,Engineer,81.86,0,0,0,0,0,0,0
Female,NC_OBC,81.3,91.7,62.7,Engineer,81.63,0,0,0,0,0,0,0
Male,General,84,79.9,76,Engineer,95.68,24,0,0,0,0,0,0
Female,General,97.3,97.6,82,Non-Engineer,93.72,0,0,0,0,0,1,0
Male,NC_OBC,95,98.1,65.5,Engineer,96.12,14,0,1,0,1,1,0
Male,SC,81,60.8,63.9,Engineer,86.7,0,0,1,0,0,0,1
Male,General,87.3,76.3,75.6,Engineer,95.26,26,0,0,0,0,0,0
Male,SC,95,77.4,56.7,Engineer,97.28,4,0,0,0,1,0,1
Male,General,90,71,60.8,Engineer,86.95,2,0,0,0,0,0,0
Female,NC_OBC,94,93.6,69.3,Non-Engineer,96.79,8,0,1,0,1,1,1
Female,NC_OBC,96.7,98,93.3,Engineer,96.45,13,1,1,1,1,1,0
Male,General,93.5,92,81.9,Engineer,98.55,0,0,0,0,1,0,0
Male,General,83.6,88.8,75.7,Non-Engineer,96.21,0,0,0,0,0,0,0
Male,General,80.5,82.7,85.2,Engineer,99.63,2,0,0,1,0,0,0
Female,General,95,95.4,86.7,Non-Engineer,77.31,36,0,0,0,0,0,0
Female,General,100,95.4,87.2,Engineer,98.68,0,0,1,0,1,1,0
Male,SC,91.2,96.5,65,Engineer,84.18,24,0,0,0,0,1,1
Male,NC_OBC,90.3,83.9,76.1,Engineer,73.06,16,0,0,0,0,0,0
Male,General,95,94,86,Engineer,92.18,13,0,0,0,0,0,0
Male,General,92.1,93.6,77.2,Engineer,99.13,0,0,0,0,0,0,0
Female,General,95,95.8,80.6,Engineer,89.87,24,0,0,0,0,0,0
Male,General,94.6,80.7,71.9,Engineer,96.67,32,0,0,0,0,0,0
Male,SC,72.2,64.8,60,Non-Engineer,66.68,0,0,0,0,0,0,0
Male,General,87.2,85.7,73.2,Engineer,76.54,39,0,0,0,0,0,0
Male,NC_OBC,95,95.2,84,Non-Engineer,86.86,0,1,0,0,1,1,0
Male,General,92.8,76.2,69.6,Engineer,98.92,0,0,0,0,0,0,0
Female,General,89.3,96.6,72,Non-Engineer,94.92,0,0,0,0,1,0,0
Male,General,79.6,93.6,65.1,Non-Engineer,91.43,37,0,0,0,0,0,0
Female,General,79.3,81.8,73.7,Engineer,89.94,25,0,0,0,0,0,0
Male,General,87.4,82.6,59.9,Engineer,93.39,20,0,0,0,0,0,0
Male,General,91.8,93.1,78.6,Engineer,79.21,0,0,0,0,0,0,0
Male,General,91.4,80.3,73.9,Engineer,99.73,25,0,0,1,0,0,0
Male,General,96,84,85.6,Engineer,68.69,25,0,0,0,0,0,0
