gender,category,grade_10,grade_12,graduation_score,graduation_type,admission_test_score,work_exp_months,IIM_A,IIM_B,IIM_C,IIM_I,IIM_K,IIM_L
Male,General,79.8,75.4,68,Non-Engineer,90.78,0,0,0,0,0,0,0
Female,General,91.2,90.2,77.5,Non-Engineer,96.6,0,0,0,0,1,1,0
Female,General,95,95,85,Engineer,93.36,0,0,0,0,0,0,0
Female,General,89.3,90.4,68.7,Non-Engineer,97.26,0,0,0,0,0,1,0
Male,General,95,94.8,92.7,Engineer,93.26,15,0,0,0,0,0,0
Male,NC_OBC,86.2,79.7,76.3,Engineer,84.38,0,0,0,0,0,0,0
Male,General,76,89.8,58.3,Non-Engineer,76.35,24,0,0,0,0,0,0
Male,General,95,96,70,Non-Engineer,99.77,0,1,0,1,0,1,1
Female,General,87.4,93.6,77.2,Non-Engineer,93.27,0,0,0,0,0,0,0
Male,General,71.3,74.7,57.6,Non-Engineer,83.62,0,0,0,0,0,0,0
Male,SC,70.3,70.2,69.7,Engineer,75.53,12,0,0,0,0,0,1
Female,EWS,91.2,88.6,75.3,Engineer,90.21,15,0,0,0,0,0,0
Male,General,95,96.8,84.2,Non-Engineer,96.78,0,0,0,0,0,0,0
Female,General,85.5,67.2,76.6,Non-Engineer,93.33,34,0,0,0,0,0,0
Female,General,94,95.6,83,Engineer,97.3,12,0,0,0,0,0,1
Female,General,74,87,66.5,Non-Engineer,89.97,0,0,0,0,0,1,0
Male,EWS,74,88,81,Non-Engineer,98.59,0,0,0,0,0,1,1
Male,NC_OBC,93.1,93.6,78.8,Engineer,98.75,26,1,1,1,1,0,1
Male,General,77.9,89,76.8,Engineer,99.15,1,1,0,0,0,0,1
Female,General,95,92.2,78,Non-Engineer,97.84,0,0,0,0,1,1,0
Male,General,95,94.8,83.3,Non-Engineer,90.35,0,0,0,0,0,0,0
Female,General,91.8,88.5,77.2,Non-Engineer,92.81,0,0,0,0,0,0,0
Female,General,85.7,62.6,90.3,Non-Engineer,94.72,0,0,0,0,0,0,1
Male,NC_OBC,85.5,89,66.7,Non-Engineer,98.56,0,1,0,1,0,1,1
Female,General,95,94.8,91.4,Non-Engineer,86.19,0,0,0,0,0,1,0
Male,General,95,96,84,Engineer,99.3,0,0,0,0,1,0,1
Female,General,95,92.2,78.1,Non-Engineer,93.05,0,0,0,0,0,0,0
Male,General,91.2,91,76,Non-Engineer,94.84,0,0,0,0,0,0,0
Male,General,95,84.4,64.3,Non-Engineer,93.05,6,0,0,0,0,0,0
Female,General,91,91,82,Non-Engineer,97.51,0,0,0,0,0,0,0
Female,General,91,92.6,87,Non-Engineer,97.74,0,1,0,0,0,1,1
Male,General,95,81.4,67,Non-Engineer,99.02,0,0,1,0,0,1,0
Female,General,94.3,91.2,68.8,Non-Engineer,95.12,14,0,0,0,1,0,0
Female,General,89.3,91.2,82.7,Engineer,91.25,12,0,0,0,0,0,0
Male,General,83.6,86.8,81.1,Engineer,99.32,0,0,0,0,0,0,0
Female,General,89.3,88.6,87.3,Engineer,97.33,0,0,0,0,0,0,0
Male,NC_OBC,91.2,90.2,57.9,Non-Engineer,93.63,0,0,0,0,1,0,0
Female,General,95,88.4,90.8,Engineer,97.92,34,0,1,0,1,1,0
Female,EWS,83.6,84.4,82,Non-Engineer,76,0,0,0,0,0,0,0
Male,General,95,87,82,Non-Engineer,99.58,7,1,0,0,0,1,0
Male,General,93.1,94.4,85.6,Engineer,98.36,29,0,0,0,0,0,1
Male,General,95,93.8,88.6,Non-Engineer,98.57,0,0,0,0,0,1,0
Male,General,87,96.2,84.1,Non-Engineer,98.37,0,0,0,0,0,1,0
Female,General,92,93,70,Non-Engineer,96.36,0,0,0,0,0,0,0
Female,General,87.4,91.3,66.1,Non-Engineer,94.54,15,1,0,0,0,1,0
Female,General,89.3,94.8,82,Non-Engineer,86.1,0,0,0,0,0,0,0
Female,General,93.1,92,90.5,Engineer,94.05,0,0,0,0,0,0,0
Male,General,93,95,89,Engineer,99.87,0,0,1,0,0,0,0
Female,General,81.6,94.3,76.6,Non-Engineer,96.18,0,0,0,0,0,0,0
Male,General,96,88,86,Non-Engineer,98.16,0,0,0,0,0,1,0
Male,NC_OBC,71.3,57.4,64.2,Non-Engineer,76.54,0,0,0,0,0,0,0
Male,General,87.4,85.2,86.7,Engineer,95.44,3,0,0,0,0,0,0
Female,General,95,90.3,83.9,Non-Engineer,83.05,0,0,0,0,0,0,0
Male,General,91.2,86.4,79.4,Non-Engineer,99.2,0,0,0,0,0,1,0
Male,General,95,87,60,Non-Engineer,99.01,0,0,0,0,0,0,0
Female,General,94.3,96.4,91.7,Non-Engineer,97.96,6,0,1,0,1,1,1
Male,General,85.8,91.6,69.8,Non-Engineer,91.72,0,0,0,0,0,1,0
Female,General,91.2,94.7,83.3,Non-Engineer,89.85,0,0,0,0,0,0,0
Female,General,95,96,82,Non-Engineer,99.9,0,1,1,1,1,1,1
Female,General,95,95,70.5,Non-Engineer,93.42,0,0,0,0,0,0,0
Male,General,95,84.2,81,Engineer,97.37,12,0,0,0,0,0,0
Female,General,95,90.2,90.3,Non-Engineer,98.32,0,0,0,0,1,1,0
Female,General,95,92.4,83.9,Non-Engineer,97.6,0,0,0,0,1,1,0
Female,General,95,93,84,Non-Engineer,96.7,0,0,0,0,1,1,0
Male,General,89.3,94.2,84.2,Engineer,98.66,0,0,0,0,0,0,0
Male,General,89.3,67.8,71.8,Engineer,64.02,0,0,0,0,0,0,0
Male,General,91.2,93.2,87.2,Engineer,99.16,0,0,0,0,0,0,0
Male,General,85.5,87.8,75.1,Non-Engineer,81.19,0,0,0,0,0,0,0
Female,General,95,96.5,92.5,Non-Engineer,98.36,0,0,0,0,1,1,0
Female,General,95,82.2,71.6,Engineer,93.67,0,0,0,0,0,0,0
Male,EWS,79.8,84.6,77.7,Engineer,80.45,20,0,0,0,0,0,0
Female,General,95,93.8,75.1,Non-Engineer,92.23,6,0,0,0,1,0,0
Male,NC_OBC,93.1,83.2,59.6,Non-Engineer,89.98,0,1,0,0,0,0,0
Male,General,95,95,80.8,Non-Engineer,97.1,0,0,0,0,0,0,0
Male,General,89,87,75,Non-Engineer,95.64,0,0,0,0,0,0,0
Male,EWS,95,88.8,85.5,Engineer,97.25,0,0,0,0,0,1,1
Male,General,83.6,94.2,74.1,Non-Engineer,93.6,0,0,0,0,0,0,0
Male,General,93.1,96.2,87.5,Non-Engineer,99.04,0,0,0,0,1,0,1
Male,General,83.6,83.6,85.4,Non-Engineer,95.93,0,0,0,0,0,0,0
Male,General,81.7,92.2,77.9,Non-Engineer,97.3,0,0,0,0,0,0,0
Male,General,93.1,95.8,85.9,Non-Engineer,97.48,0,0,0,0,0,0,0
Female,General,95,93.2,81,Non-Engineer,96.53,0,0,0,0,0,1,0
Female,General,95,94.4,81.8,Non-Engineer,83.34,0,0,0,0,0,0,0
Female,General,95,95.6,77.8,Non-Engineer,95.72,0,0,0,0,1,1,0
Female,General,95,95.6,85.6,Engineer,94.98,0,0,0,0,1,1,0
Female,General,96.8,97.2,92.8,Non-Engineer,98.16,0,0,1,0,1,1,1
Male,NC_OBC,95,98.8,72.7,Engineer,93.45,0,0,0,0,0,0,1
Female,General,93.1,89.2,82.6,Non-Engineer,87.43,0,0,0,0,0,1,0
Female,General,93.1,92.6,82.4,Non-Engineer,95.67,0,0,0,0,0,0,0
Female,General,95,88.2,72.4,Engineer,91.44,7,0,0,0,0,0,0
Female,General,80.8,88.2,79.6,Engineer,96.65,9,1,0,0,0,0,1
Female,General,95,91.6,78.8,Engineer,89.78,24,0,0,0,0,0,0
Female,General,95,87,93.2,Engineer,91.71,0,0,0,0,0,0,1
Male,General,95,94.2,83.6,Non-Engineer,87.38,14,0,0,0,0,0,0
Male,General,95,91,71.9,Non-Engineer,94.32,0,0,0,0,0,0,0
Female,General,95,97,78.7,Non-Engineer,94.81,0,0,0,0,1,0,0
Female,SC,88.7,68.7,72,Engineer,70.28,0,0,0,0,0,0,0
Male,General,89.4,93.4,75.3,Engineer,97.97,7,0,0,0,0,0,0
Male,SC,95,96.5,84.5,Non-Engineer,98.92,0,1,0,1,0,1,1
Male,General,95,94,89.9,Engineer,99.02,12,0,0,0,1,0,1
Male,SC,95,88.8,75.6,Engineer,94.74,0,0,1,0,0,0,0
Female,General,89.3,95.2,52.1,Non-Engineer,95.1,15,0,0,0,0,0,0
Male,General,83.6,96,79.2,Non-Engineer,90.95,0,0,0,0,0,0,0
Female,General,95,96.6,77,Non-Engineer,98.22,0,0,0,0,1,1,1
Male,EWS,81.8,78.2,75,Engineer,90.83,0,0,0,0,0,0,0
Female,General,95,96.6,83.1,Engineer,99.27,12,0,1,1,0,1,0
Female,General,95,97.8,91.7,Engineer,99,24,0,1,1,0,0,0
Male,NC_OBC,95,93.8,76.5,Non-Engineer,97.68,0,0,0,0,0,0,0
Male,General,95,96.2,87.1,Engineer,92.72,0,0,0,0,0,0,0
Male,General,95,89.2,62.3,Engineer,94.5,30,0,0,0,0,0,0
Female,EWS,83,79.8,60.8,Non-Engineer,93.61,0,0,0,0,0,0,1
Male,General,95,93.2,74.6,Engineer,95.03,29,0,0,0,0,0,0
Female,General,94.5,93.2,91.1,Engineer,98.49,16,0,1,1,0,1,1
Female,General,93.7,93.8,83,Engineer,98.5,25,0,1,0,0,0,1
Male,General,91.5,89.2,79,Engineer,93.58,16,0,0,0,0,0,0
Male,General,93.4,89,78.9,Engineer,95.62,1,1,0,0,0,0,0
Male,General,89.3,76,68.8,Engineer,94.99,36,0,0,0,0,0,0
Female,NC_OBC,94.2,96.2,76.5,Non-Engineer,91.32,4,0,0,0,1,1,0
Male,General,95,91.8,74.1,Engineer,98.91,4,0,0,0,0,0,0
Male,General,95,94.2,84.9,Engineer,95.81,0,0,0,0,0,0,0
Female,General,88.2,92.6,64.8,Non-Engineer,89.74,0,0,0,0,0,0,0
Female,General,90.3,88.8,75.9,Non-Engineer,95.3,0,0,0,0,0,0,0
Female,General,91.3,94.6,81,Engineer,96.53,0,0,0,0,0,0,0
Male,EWS,74.1,90.6,68.2,Non-Engineer,83.79,0,0,0,0,0,0,0
Male,General,85.5,89,71.5,Engineer,96.74,26,0,0,0,0,1,0
Female,General,91.2,82.8,74,Non-Engineer,90.13,0,0,0,0,1,0,0
Male,General,91.2,93,82.5,Engineer,99.43,27,0,0,0,0,0,1
Male,General,93.1,86.2,72.1,Engineer,97.9,12,0,0,0,0,0,0
Male,General,95,90.8,73,Engineer,98.34,0,0,0,0,0,0,1
Female,General,86,84,82.1,Engineer,96.07,0,0,0,0,0,0,0
Female,General,95,95.4,79.2,Engineer,94.42,39,0,0,0,1,1,1
Male,General,91.2,88,82.6,Engineer,94.17,6,0,0,0,0,0,0
Male,General,91.2,93,71.2,Engineer,97.48,12,0,0,0,0,0,1
Male,General,95,85.2,78,Engineer,99.89,0,0,0,1,0,0,0
Male,General,95,85.8,71.2,Engineer,99.99,0,1,0,0,0,0,0
Male,General,93.1,92.8,83,Engineer,98.99,8,0,0,0,0,0,1
Female,General,98,88,75.6,Non-Engineer,95.13,0,0,0,0,1,0,0
Male,General,81.7,79.4,72.2,Non-Engineer,97.54,0,0,0,0,0,0,0
Male,NC_OBC,95,82.7,89.1,Engineer,90.14,0,0,0,0,0,0,0
Male,NC_OBC,60.8,73,77.8,Non-Engineer,83.84,0,0,0,0,0,0,0
Male,General,87.4,83.8,64.5,Non-Engineer,90.34,22,0,0,0,0,0,0
Male,General,87.4,84.6,69.6,Engineer,97.12,21,0,0,0,0,0,0
Male,General,95,91.2,82.9,Engineer,98.8,25,0,0,0,0,0,0
Male,NC_OBC,95,95.6,79.3,Engineer,97.18,0,0,0,0,0,0,1
Male,NC_OBC,85.4,87.6,74.1,Non-Engineer,95.56,0,0,0,0,0,1,0
Male,General,85.5,80,52,Non-Engineer,99.28,0,1,0,1,1,0,1
Female,NC_OBC,95.3,94.5,68.4,Engineer,90.31,29,0,1,0,1,1,1
Female,General,90,80.8,69.6,Engineer,97.38,28,0,0,0,0,1,0
Male,NC_OBC,83.6,80.6,87.4,Engineer,83.46,0,0,0,0,0,0,0
Female,General,91.2,91.8,78.8,Non-Engineer,99.06,7,0,0,1,0,1,1
Male,General,91.8,84.7,71.1,Engineer,99.76,0,0,0,1,0,0,0
Female,General,95,95.6,75,Non-Engineer,98.42,42,0,1,0,1,1,1
Male,General,95,93.8,84.6,Non-Engineer,96.95,0,0,0,0,0,1,0
Male,EWS,95,91.2,85,Non-Engineer,95.94,0,0,1,0,1,0,0
Female,General,91.7,93.4,83.8,Engineer,94.36,29,0,0,0,0,1,0
Female,General,78.9,74.6,68.2,Engineer,92.18,41,0,0,0,0,0,0
Male,General,93.1,80,81.9,Non-Engineer,95.11,0,0,0,0,0,0,0
Female,General,95,89.7,73.3,Non-Engineer,93.83,0,0,0,0,0,0,0
Female,General,91.2,96.2,76.1,Non-Engineer,93.01,16,0,0,0,1,1,1
Female,General,95,72.5,72.4,Non-Engineer,90.24,0,0,0,0,0,0,0
Male,General,91.8,91.6,90.1,Non-Engineer,92.98,0,0,0,0,0,0,0
Female,General,85.5,87.6,71.1,Non-Engineer,86.49,0,0,0,0,0,0,0
Female,General,95,95.8,87,Non-Engineer,99.73,0,1,1,1,1,1,1
Male,General,77.5,81.8,78.2,Engineer,94.06,0,0,0,0,0,0,0
Male,General,90.3,95.4,65,Non-Engineer,96.41,7,1,0,0,0,0,0
Male,EWS,91.2,85.8,65.5,Non-Engineer,97.8,0,1,0,0,0,0,1
Female,General,95,94.2,89.2,Non-Engineer,93.91,22,0,0,0,0,1,0
Female,NC_OBC,82.9,77.5,74.8,Engineer,96.96,32,0,1,1,0,1,1
Female,General,83.6,66.6,74.5,Non-Engineer,94.24,0,0,0,0,0,0,0
Male,General,77.8,72.8,80,Non-Engineer,96.4,0,0,0,0,0,0,0
Male,General,93,91,80.6,Engineer,98.86,14,0,0,0,0,0,0
Male,General,91.2,93,82.8,Non-Engineer,85.28,0,0,0,0,0,0,0
Male,General,95,92.4,82.8,Engineer,93.21,0,0,0,0,0,0,0
Male,General,91.2,93.2,87.8,Engineer,98.56,0,0,0,0,0,0,1
Female,General,95,94.6,80.5,Non-Engineer,99.36,0,0,0,1,1,1,1
Female,General,95,92,74.3,Non-Engineer,88.81,0,0,0,0,0,0,0
Female,General,87.4,92,75,Engineer,97.45,29,0,0,0,0,0,0
Male,General,97.2,94.4,77.7,Engineer,99.59,2,0,0,0,1,0,1
Female,NC_OBC,98.2,97.5,82.8,Engineer,98.66,12,1,0,1,1,1,1
Male,General,99,98.7,76.7,Non-Engineer,99.79,6,1,0,0,0,1,1
Male,General,94,94.9,82.3,Engineer,99.71,0,0,0,1,1,0,0
Male,SC,91,88,74.1,Engineer,95.37,0,0,0,1,0,1,0
Male,General,91,93,58,Engineer,75.46,35,0,0,0,0,0,0
Female,SC,97,92,83,Engineer,79.8,31,0,1,0,1,1,1
Male,NC_OBC,85,85,76.8,Engineer,95.99,24,0,0,0,1,1,0
Male,General,95,97.4,81.5,Engineer,92.94,0,0,0,0,1,0,1
Male,NC_OBC,98,89.8,83.7,Engineer,75.62,0,0,0,0,0,0,0
Male,NC_OBC,91.2,93.2,82.4,Engineer,97.94,16,0,0,1,0,1,0
Male,General,95,90.4,89.3,Engineer,99,8,0,0,1,0,0,0
Male,General,98,96.3,76,Engineer,96.82,0,0,0,0,0,0,0
Male,General,93.1,93.4,90.2,Engineer,99.57,0,0,0,0,0,0,1
Male,NC_OBC,93.6,88.2,82.6,Engineer,76.23,0,0,0,0,0,0,0
Male,NC_OBC,93.8,95.5,84.2,Engineer,97.33,0,0,1,0,0,1,1
Male,EWS,95,89,77.6,Engineer,93.37,0,0,0,0,0,1,0
Male,General,95,83.2,67.4,Engineer,97.62,19,0,0,0,0,0,0
Female,NC_OBC,91.7,94,80.1,Engineer,85.96,41,0,1,0,1,1,1
Male,NC_OBC,91.2,90.4,57.4,Engineer,87.29,5,0,0,0,0,0,0
Male,NC_OBC,77.3,78.8,77.5,Engineer,88.93,30,0,0,0,0,0,0
Male,General,96.2,92.2,82,Engineer,94.02,0,0,0,0,0,0,0
Female,NC_OBC,95,95.8,82,Engineer,82.91,0,0,0,0,0,1,0
Male,General,91.2,70,76,Engineer,92.58,12,0,0,0,0,0,0
Female,General,95,95.8,94.7,Non-Engineer,92.55,0,0,1,0,1,0,0
Male,NC_OBC,95,96.8,84,Engineer,98.08,30,1,1,1,1,1,1
Male,NC_OBC,95,93,80.1,Engineer,93.1,22,0,0,1,0,0,0
Male,General,95,92.2,90.3,Engineer,98.53,36,0,1,0,0,0,1
Female,General,95,97,87.7,Engineer,98.12,0,0,1,0,0,1,0
Male,NC_OBC,92.9,87.6,79.6,Non-Engineer,88.35,6,0,0,0,0,1,0
Male,NC_OBC,90,90,61,Non-Engineer,93.51,0,0,0,0,0,1,0
Female,NC_OBC,85.3,91.3,72.6,Engineer,84.78,0,0,0,0,0,0,0
Male,General,95,98,86,Engineer,95.43,48,0,0,0,0,1,1
Female,NC_OBC,100,96.4,81.9,Engineer,75.19,9,0,0,0,0,0,0
Male,NC_OBC,95,98.6,79.4,Engineer,92.6,0,0,0,0,1,1,0
Male,NC_OBC,78,84.6,61.3,Engineer,96.82,24,0,0,0,0,0,1
Male,General,89.3,91.8,76.7,Engineer,92.72,6,0,0,0,0,0,0
Male,NC_OBC,93.1,82.8,76,Engineer,81.97,7,0,0,0,0,0,0
Male,NC_OBC,100,96.2,69.7,Engineer,97.19,6,0,1,0,1,1,1
Female,General,95,94.4,83.9,Engineer,92.49,0,0,0,0,1,0,0
Male,General,96.3,98.9,76.5,Engineer,95.36,0,0,0,0,0,0,0
Male,General,90,85.8,76.5,Non-Engineer,98.9,0,0,0,0,0,1,0
Male,SC,85.3,94.9,61.3,Engineer,85.46,0,0,0,0,1,0,0
Male,NC_OBC,95,95.8,76.1,Engineer,83.88,8,0,0,0,1,0,0
Male,NC_OBC,91,90,76.9,Engineer,96.71,9,0,1,0,1,0,1
Male,General,91.2,87.4,77.6,Engineer,95.63,5,0,0,0,0,0,0
Male,NC_OBC,79.8,66.4,58.2,Non-Engineer,76.54,0,0,0,0,0,0,0
Female,General,95,95.2,83.5,Engineer,99.92,18,0,1,1,1,1,1
Female,General,95,90.4,87.3,Non-Engineer,88.05,0,0,0,0,0,0,0
Male,NC_OBC,81.7,78.8,68.2,Non-Engineer,78.84,0,0,0,0,0,1,0
Male,General,95,94.6,74.8,Engineer,97.19,0,0,0,0,0,0,1
Male,NC_OBC,89.3,88.8,75.3,Engineer,97.72,15,0,0,1,0,0,0
Male,SC,100,90.2,53.6,Engineer,75,14,0,0,0,0,0,0
Male,General,87.4,88.6,73.4,Engineer,91.69,10,0,0,0,0,0,0
Male,General,93.1,71,87.2,Non-Engineer,98.9,0,0,0,0,0,0,0
Male,General,95,91.6,80.9,Engineer,99.44,27,0,0,0,0,0,1
Male,General,95,87,62.7,Engineer,98.56,0,0,0,0,0,0,0
Female,General,95,92.4,83,Engineer,99.92,6,0,0,1,1,1,1
Male,General,95,91,89.8,Engineer,98.91,0,0,0,0,0,0,0
Male,General,89.3,91.4,67.5,Non-Engineer,98.29,12,0,0,0,0,1,0
Male,SC,88,85,70,Engineer,92.76,0,0,0,0,1,0,0
Male,General,80.4,92,92,Engineer,95.52,0,0,0,0,0,0,0
Female,General,70,70,65,Non-Engineer,62.59,0,0,0,0,0,0,0
Male,General,93.1,87,80,Engineer,99.27,24,0,0,0,0,0,0
Male,EWS,95,91.4,56.1,Engineer,94.52,0,0,0,0,0,0,0
Male,EWS,76.4,72.2,72.3,Engineer,84.27,0,0,0,0,0,0,0
Male,General,96.5,96.6,78.6,Engineer,99.39,17,0,1,0,1,1,1
Male,General,87.4,88.4,76.8,Non-Engineer,99.29,0,0,0,0,0,1,0
Male,General,85,85,70,Engineer,98.11,0,0,0,0,1,0,1
Male,General,88.7,90.2,74.7,Engineer,99.88,16,0,0,1,0,0,1
Male,EWS,84.5,72.8,70.3,Non-Engineer,95.92,0,0,0,0,0,1,1
Female,General,90.3,93,86,Engineer,98.45,3,0,1,0,0,1,1
Male,General,93,87,66,Engineer,84.98,0,0,0,0,0,0,0
Male,General,85.3,89.4,86.7,Engineer,99.98,0,1,0,1,0,1,1
Female,General,95,84.6,85.2,Engineer,99.13,0,0,0,1,0,1,0
Male,General,76.7,89,69.7,Non-Engineer,98.81,6,0,0,0,0,0,0
Male,General,95,93.8,83,Engineer,99.67,7,0,0,1,0,0,1
Male,General,91.2,85.7,79.3,Non-Engineer,94.5,0,0,0,0,0,0,0
Male,NC_OBC,93.1,87,80.3,Engineer,98.41,0,0,0,1,0,1,1
Female,General,91.3,89,84.1,Non-Engineer,96.15,3,0,0,0,0,0,0
Male,General,83.6,60.4,57.8,Non-Engineer,96.35,17,0,0,0,0,0,0
Male,General,95,86.8,84.4,Engineer,99.92,28,0,1,1,0,1,1
Male,General,95,94.2,76.6,Engineer,97.97,0,0,0,0,1,0,0
Male,General,92.8,93.8,67,Engineer,89.2,18,0,0,0,0,0,0
Female,General,95,93.8,83,Non-Engineer,95.97,0,0,0,0,1,1,1
Male,General,88.8,94.3,76.2,Non-Engineer,87.99,0,0,0,0,0,0,0
Male,General,95,84.6,89,Engineer,98.2,20,0,0,0,0,0,0
Female,General,95,95.8,95,Engineer,99.79,0,1,1,1,0,1,0
Female,NC_OBC,95,80.2,85,Engineer,93.45,9,0,1,0,0,1,0
Male,NC_OBC,94.2,86,82.7,Engineer,98.49,9,0,0,0,0,1,1
Female,General,95,95.2,85.1,Engineer,96.93,9,0,0,0,0,1,0
Male,SC,96,84.2,76.6,Engineer,93.98,0,0,0,0,0,1,1
Female,General,95,84,87,Engineer,96.74,0,0,0,0,0,0,0
Male,General,95,93,80.5,Engineer,97.78,24,0,0,0,0,0,0
Male,General,95,79,84.5,Engineer,95.92,12,0,0,0,0,0,0
Male,General,97.2,95.4,80.5,Engineer,95.47,0,0,0,0,0,0,0
Male,General,94.2,91.6,84.6,Engineer,98.93,0,0,0,0,0,0,0
Male,General,95,98.7,94,Engineer,99.74,3,1,1,1,0,0,1
Male,General,93.1,74.8,83.4,Engineer,98.27,12,0,0,0,0,0,0
Male,EWS,71.5,67.5,72.9,Engineer,74.54,1,0,0,0,0,0,0
Female,General,89.5,92.2,70,Non-Engineer,92.84,0,0,0,0,0,0,0
Male,General,95,92,67,Engineer,99.76,0,0,0,1,0,0,0
Male,General,95,88.6,77.4,Engineer,93.65,27,0,0,0,0,1,0
Male,General,87.4,81.5,71.3,Non-Engineer,91.75,0,0,0,0,0,0,0
Male,General,91.2,75.5,84.2,Engineer,92.35,8,0,0,0,0,0,0
Male,General,96.2,96,89.1,Engineer,99.4,12,0,1,0,0,0,0
Female,General,93,92.2,80,Non-Engineer,95.3,0,0,0,0,0,0,0
Male,General,95.5,92.2,81.2,Engineer,95.35,0,0,0,0,0,0,0
Male,General,95,79.4,62.1,Engineer,92.71,0,0,0,0,0,0,0
Male,NC_OBC,93.1,94.8,89.8,Engineer,97.83,10,1,1,1,1,1,0
Male,General,95,89.2,68.5,Engineer,93.88,0,0,0,0,0,0,0
Female,General,95,91.4,77.3,Engineer,96.8,29,0,0,0,0,1,1
Female,General,91.2,91.4,82,Engineer,93.01,37,0,0,0,0,1,1
Male,General,85.5,84.6,88.7,Engineer,98.89,0,0,1,0,0,0,0
Male,General,83.6,88,94,Engineer,95.13,0,0,0,0,0,0,0
Male,EWS,79.8,76.2,77.1,Engineer,86.54,2,0,0,0,0,0,0
Male,SC,95,75.8,63.7,Engineer,93.07,17,0,0,0,0,1,1
Male,EWS,91.2,80.4,72.9,Non-Engineer,85.55,0,0,0,0,0,0,0
Female,General,95,86,100,Non-Engineer,93.73,0,1,0,0,0,0,0
Male,General,89.3,92.4,87.6,Engineer,94.62,8,0,0,0,0,0,0
Female,NC_OBC,95,86.8,86.2,Engineer,87.81,0,0,0,0,0,1,0
Male,ST,87,86.8,67.6,Engineer,98.53,0,1,1,1,0,0,0
Female,SC,76,68,60.1,Engineer,80.2,0,0,0,0,0,1,0
Male,General,100,96.8,80,Engineer,98.56,36,0,1,0,0,0,0
Male,General,95,79.2,73,Non-Engineer,93,0,0,0,0,0,0,0
Male,General,95,90,73.5,Engineer,97.4,18,0,0,0,0,0,0
Male,General,95,96.8,75.2,Engineer,99.67,29,1,0,0,0,0,1
Female,General,95,89,78.7,Engineer,92.25,36,0,0,0,0,0,0
Female,General,79.2,67.5,64.7,Engineer,82.55,24,0,0,0,0,0,0
Male,NC_OBC,91.2,95.2,77.1,Engineer,98.97,36,0,1,1,0,1,0
Female,EWS,95,91.3,82.1,Engineer,97.38,10,0,1,1,0,0,1
Female,General,95.8,93,87.8,Engineer,98.24,0,0,0,0,1,1,0
Female,General,95,94.6,78.5,Engineer,98.51,21,0,0,0,1,1,0
Female,General,95,92.4,86.9,Engineer,93.5,31,0,0,0,0,0,0
Male,General,91.6,86.8,87.9,Engineer,95.78,0,1,0,0,0,0,0
Male,General,95,93.6,72.6,Engineer,99.72,13,1,0,0,0,0,0
Male,General,95.8,88,64.8,Engineer,97.73,0,0,0,0,0,0,0
Male,General,93.3,85.8,73.4,Engineer,97.46,20,0,0,0,0,0,0
Male,General,95,91.2,80.9,Engineer,88.92,15,0,0,0,0,0,0
Male,General,93,91,80,Engineer,95.92,0,0,0,0,0,0,0
Male,General,91.8,81.6,74.3,Engineer,83.29,0,0,0,0,0,0,0
Female,General,90,90,90.1,Engineer,98.27,0,0,1,0,0,1,1
Male,EWS,94.7,93.2,77.2,Engineer,94.31,0,0,0,0,1,0,1
Male,General,95,86.3,74.1,Engineer,94.32,0,0,0,0,0,0,0
Female,General,95,95.2,84.2,Non-Engineer,99.23,0,0,1,1,0,1,0
Male,NC_OBC,94.2,91.5,81.5,Engineer,96.37,0,0,0,0,1,0,0
Male,General,77.9,68.3,64.9,Non-Engineer,89.54,32,0,0,0,0,0,0
Male,General,95,98.8,97.6,Engineer,98.65,12,0,1,0,1,0,1
Male,SC,100,97.2,80.2,Non-Engineer,95.56,0,1,1,1,1,1,1
Male,EWS,95,87.1,74.8,Engineer,97.16,0,0,0,0,1,0,0
Male,SC,90,95.7,70,Engineer,89.97,29,1,0,0,0,0,0
Male,NC_OBC,95,86,70,Engineer,94.94,22,0,0,0,1,0,0
Male,General,96.2,96.5,80,Engineer,86.66,37,0,0,0,0,0,0
Female,General,87.1,87,74.3,Engineer,95.82,12,0,1,0,0,1,1
Male,NC_OBC,80,90.1,70.9,Engineer,90.8,24,0,0,0,0,0,0
Male,NC_OBC,83.6,82.2,78.1,Engineer,94.52,0,0,0,0,0,0,0
Male,NC_OBC,95,93,71,Engineer,99.04,2,0,1,1,0,1,0
Male,General,95,97.4,85,Engineer,99.95,0,1,1,1,0,1,1
Female,General,95,92.2,83.2,Engineer,93.83,27,0,0,0,0,1,0
Female,NC_OBC,95.7,86,67.7,Engineer,92.04,0,0,0,0,0,0,0
Male,NC_OBC,90.8,93.3,66.9,Engineer,82.3,40,0,0,0,0,0,0
Female,General,90.7,92.7,87.7,Non-Engineer,94.97,0,0,0,0,0,0,0
Female,General,95,98,85,Engineer,93.08,0,0,0,0,1,0,0
Male,NC_OBC,95,96,85.5,Engineer,95.21,26,0,1,0,1,1,0
Female,General,95,96,83.2,Engineer,98.76,17,0,1,0,1,1,0
Male,NC_OBC,93.1,80.3,72.2,Engineer,84.43,0,0,0,0,0,0,0
Female,General,87,92,91,Non-Engineer,98.33,14,0,0,0,0,1,1
Male,General,96.7,97.4,90,Non-Engineer,98.79,0,0,0,0,1,1,0
Male,General,92,88.2,88.4,Engineer,98.77,1,0,0,0,0,0,0
Male,NC_OBC,89.9,82.9,77.9,Engineer,84.76,20,0,0,0,0,0,0
